material_ID,material_name,material_vendor,material_category,LCA_source,LCA_ID,LCA_source_URL,density (kg/m3),GHG emissions Total (kg),GHG emissions production (kg),GHG emissions disposal (kg)
SPAG-300643-2.006,Multipor Mineraldämmplatte 042 (50-300mm),,,KBOB,2.006,,95,0.4268,0.414,0.0128
SPAG-300644-2.006,Multipor Mineraldämmplatte 045 (50-300mm),,,KBOB,2.006,,115,0.4268,0.414,0.0128
SPAG-300679-8.002,Bitumen als Stoff,,,KBOB,8.002,,1050,1.101,0.911,0.19
SPAG-300680-9.003,Bitumen als Membran / Bahn,,,KBOB,9.003,,1100,3.34,1.01,2.33
SPAG-300683-1.002,"Beton, Rohdichte 1800 kg/m3",,Beton,KBOB,1.002,,1800,0.1015,0.0888,0.0127
SPAG-300684-1.002,"Beton, Rohdichte 2000 kg/m3",,Beton,KBOB,1.002,,2000,0.1015,0.0888,0.0127
SPAG-300685-1.002,"Beton, Rohdichte 2200 kg/m3",,Beton,KBOB,1.002,,2200,0.1015,0.0888,0.0127
SPAG-300686-1.002,"Beton, Rohdichte 2400 kg/m3",,Beton,KBOB,1.002,,2400,0.1015,0.0888,0.0127
SPAG-300706-3.005,Natronglas (inkl. Floatglas),,,KBOB,3.005,,2500,1.2093,1.19,0.0193
SPAG-300707-3.005,Quarzglas,,,KBOB,3.005,,2200,1.2093,1.19,0.0193
SPAG-300708-3.005,Glasmosaik,,,KBOB,3.005,,2000,1.2093,1.19,0.0193
SPAG-300718-6.001,Aluminiumlegierungen,,,KBOB,6.001,,2800,5.58798,5.58,0.00798
SPAG-300719-6.009,Bronze,,,KBOB,6.009,,8700,2.71798,2.71,0.00798
SPAG-300720-6.009,Messing,,,KBOB,6.009,,8400,2.71798,2.71,0.00798
SPAG-300721-6.008,Kupfer,,,KBOB,6.008,,8900,2.20798,2.2,0.00798
SPAG-300722-13.005,Gusseisen,,,KBOB,13.005,,7500,2.1,2.09,0.01
SPAG-300723-6.014,Blei,,,KBOB,6.014,,11300,1.01798,1.01,0.00798
SPAG-300724-6.01,Stahl,,,KBOB,6.01,,7800,2.79699,2.79,0.00699
SPAG-300729-15.003,Polycarbonate,,,KBOB,15.003,,1200,11.41,8.49,2.92
SPAG-300732-15.001,Polymethylmethakrylat (PMMA),,,KBOB,15.001,,1180,11.6,8.68,2.92
SPAG-300734-15.002,Polyamid (Nylon ),,,KBOB,15.002,,1150,11.51,8.89,2.62
SPAG-300735-15.002,Polyamid 6.6 mit 25% Glasfasern,,,KBOB,15.002,,1450,11.51,8.89,2.62
SPAG-300736-13.002,Polyethylen; hohe Rohdichte,,,KBOB,13.002,,980,4.75,2.38,2.37
SPAG-300737-13.002,Polyethylen; niedrige Rohdichte,,,KBOB,13.002,,920,4.75,2.38,2.37
SPAG-300738-15.005,Polystyrol,,,KBOB,15.005,,1050,6.72,3.64,3.08
SPAG-300739-13.003,Polypropylen,,,KBOB,13.003,,910,4.77,2.4,2.37
SPAG-300741-10.006,Polyurethan (PU),,,KBOB,10.006,,1200,7.45,4.8,2.65
SPAG-300743-10.003,Phenolharz,,,KBOB,10.003,,1300,7.26,4.17,3.09
SPAG-300748-10.003,Schaumgummi,,,KBOB,10.003,,70,7.26,4.17,3.09
SPAG-300749-9.004,"Hartgummi (Ebonit), hart",,,KBOB,9.004,,1200,5.84,2.74,3.1
SPAG-300750-9.004,"Ethylen-Propylendien, Monomer (EPDM)",,,KBOB,9.004,,1150,5.84,2.74,3.1
SPAG-300752-8.004,Polysulfid,,,KBOB,8.004,,1700,1.72,1.53,0.19
SPAG-300753-13.001,Butadien,,,KBOB,13.001,,980,7.67,4.92,2.75
SPAG-300754-8.005,Silicagel (Trockenmittel),,,KBOB,8.005,,720,2.91,2.72,0.19
SPAG-300755-8.005,Silicon ohne Füllstoff,,,KBOB,8.005,,1200,2.91,2.72,0.19
SPAG-300756-8.005,Silicon mit Füllstoffen,,,KBOB,8.005,,1450,2.91,2.72,0.19
SPAG-300757-8.005,Siliconschaum,,,KBOB,8.005,,750,2.91,2.72,0.19
SPAG-300758-10.006,Urethan-/Polyurethanschaum (als wärmetechnische Trennung),,,KBOB,10.006,,1300,7.45,4.8,2.65
SPAG-300761-10.006,Polyurethanschaum (PU),,,KBOB,10.006,,70,7.45,4.8,2.65
SPAG-300763-4.001,Gips 600 kg/m3,,,KBOB,4.001,,600,0.1529,0.14,0.0129
SPAG-300764-4.001,Gips 900 kg/m3,,,KBOB,4.001,,900,0.1529,0.14,0.0129
SPAG-300765-4.001,Gips 1200 kg/m3,,,KBOB,4.001,,1200,0.1529,0.14,0.0129
SPAG-300766-4.001,Gips 1500 kg/m3,,,KBOB,4.001,,1500,0.1529,0.14,0.0129
SPAG-300767-3.008,Gipskartonplatte (Gipsplatte),,Gips,KBOB,3.008,,700,0.3019,0.283,0.0189
SPAG-300768-3.008,Gipskartonplatte 1 (Gipsplatte),,,KBOB,3.008,,900,0.3019,0.283,0.0189
SPAG-300769-4.007,Gipsdämmputz,,,KBOB,4.007,,600,0.7279,0.715,0.0129
SPAG-300770-4.001,Gipsputz 1000 kg/m3,,,KBOB,4.001,,1000,0.1529,0.14,0.0129
SPAG-300771-4.001,Gipsputz 1300 kg/m3,,,KBOB,4.001,,1300,0.1529,0.14,0.0129
SPAG-300772-4.009,"Mörtel, Gips, Sand",,,KBOB,4.009,,1600,0.2619,0.249,0.0129
SPAG-300773-4.009,"Mörtel, Kalk, Sand",,,KBOB,4.009,,1600,0.2619,0.249,0.0129
SPAG-300774-4.009,"Mörtel, Zement, Sand",,,KBOB,4.009,,1800,0.2619,0.249,0.0129
SPAG-300775-4.001,Innenputz für normale Berechnungen,,,KBOB,4.001,,1400,0.1529,0.14,0.0129
SPAG-300776-4.008,Aussenputz für normale Berechnungen,,Putz,KBOB,4.008,,1800,0.4059,0.393,0.0129
SPAG-300777-4.007,Wärmedämmputz aussen,,,KBOB,4.007,,450,0.7279,0.715,0.0129
SPAG-300777-4.007,Wärmedämmputz aussen,,,KBOB,4.007,,450,0.7279,0.715,0.0129
SPAG-300779-4.008,Kalkmörtel,,,KBOB,4.008,,1800,0.4059,0.393,0.0129
SPAG-300780-4.008,Kalkzementmörtel,,,KBOB,4.008,,1900,0.4059,0.393,0.0129
SPAG-300781-4.008,Zementmörtel,,,KBOB,4.008,,2200,0.4059,0.393,0.0129
SPAG-300782-4.008,Leichtmörtel 450 kg/m3,,,KBOB,4.008,,450,0.4059,0.393,0.0129
SPAG-300783-4.008,Leichtmörtel 600 kg/m3,,,KBOB,4.008,,600,0.4059,0.393,0.0129
SPAG-300784-4.008,Leichtmörtel 900 kg/m3,,,KBOB,4.008,,900,0.4059,0.393,0.0129
SPAG-300785-4.008,Leichtmörtel 1600 kg/m3,,,KBOB,4.008,,1600,0.4059,0.393,0.0129
SPAG-300786-3.013,"Erdreich, Ton oder Schlick oder Schlamm",,,KBOB,3.013,,1500,0.01588,0.00308,0.0128
SPAG-300787-3.013,"Erdreich, Sand und Kies",,,KBOB,3.013,,2000,0.01588,0.00308,0.0128
SPAG-300805-3.015,Dachziegel Ton,,,KBOB,3.015,,2000,0.3858,0.373,0.0128
SPAG-300806-3.001,Dachziegel Beton,,,KBOB,3.001,,2100,0.2088,0.196,0.0128
SPAG-300807-11.008,Platte Keramik/Porzellan,,,KBOB,11.008,,2300,18.25,14.1,4.15
SPAG-300808-15.001,Platte Kunststoff,,,KBOB,15.001,,1000,11.6,8.68,2.92
SPAG-300812-2.001,Modulbackstein,,,KBOB,2.001,,1100,0.2668,0.254,0.0128
SPAG-300813-2.001,Verband Modulbackstein; deklariert,,,KBOB,2.001,,1100,0.2668,0.254,0.0128
SPAG-300814-2.001,"Leichtbackstein 780-850 kg/m3, deklariert",,,KBOB,2.001,,800,0.2668,0.254,0.0128
SPAG-300815-2.001,"Leichtbackstein 680-750 kg/m3, deklariert",,,KBOB,2.001,,700,0.2668,0.254,0.0128
SPAG-300816-2.001,Leichtbackstein 620-680 kg/m3; deklariert,,,KBOB,2.001,,650,0.2668,0.254,0.0128
SPAG-300817-2.001,Verband Leichtbackstein (Optitherm),,,KBOB,2.001,,1200,0.2668,0.254,0.0128
SPAG-300818-2.001,Verband Leichtbackstein (Optitop),,,KBOB,2.001,,1150,0.2668,0.254,0.0128
SPAG-300819-2.001,Isolierbackstein; deklariert,,,KBOB,2.001,,1200,0.2668,0.254,0.0128
SPAG-300820-2.001,Sichtbackstein; deklariert,,,KBOB,2.001,,1400,0.2668,0.254,0.0128
SPAG-300822-2.001,Vollbackstein,,,KBOB,2.001,,1800,0.2668,0.254,0.0128
SPAG-300823-2.001,Kaminstein,,,KBOB,2.001,,1800,0.2668,0.254,0.0128
SPAG-300824-2.002,Kalksandstein 1600 kg/m3,,,KBOB,2.002,,1600,0.1618,0.149,0.0128
SPAG-300825-2.002,Kalksandstein 1800 kg/m3,,,KBOB,2.002,,1800,0.1618,0.149,0.0128
SPAG-300826-2.002,Kalksandstein 2000 kg/m3,,,KBOB,2.002,,2000,0.1618,0.149,0.0128
SPAG-300827-2.007,Zementstein,,,KBOB,2.007,,2000,0.1268,0.114,0.0128
SPAG-300828-2.007,Zementblockstein,,,KBOB,2.007,,1200,0.1268,0.114,0.0128
SPAG-300829-2.006,Porenbetonstein 300 kg/m3,,,KBOB,2.006,,300,0.4268,0.414,0.0128
SPAG-300830-2.006,Porenbetonstein 400 kg/m3,,,KBOB,2.006,,400,0.4268,0.414,0.0128
SPAG-300831-2.006,Porenbetonstein 500 kg/m3,,,KBOB,2.006,,500,0.4268,0.414,0.0128
SPAG-300832-2.006,Porenbetonstein 600 kg/m3,,,KBOB,2.006,,600,0.4268,0.414,0.0128
SPAG-300857-7.009,Nutzholz 450 kg/m3,,Holz,KBOB,7.009,,450,0.1301,0.0909,0.0392
SPAG-300858-7.009,Nutzholz 500 kg/m3,,Holz,KBOB,7.009,,500,0.1301,0.0909,0.0392
SPAG-300859-7.009,Nutzholz 700 kg/m3,,Holz,KBOB,7.009,,700,0.1301,0.0909,0.0392
SPAG-300860-7.018,Sperrholz 300 kg/m3,,Holz,KBOB,7.018,,300,1.43,1.35,0.08
SPAG-300861-7.018,Sperrholz 500 kg/m3,,Holz,KBOB,7.018,,500,1.43,1.35,0.08
SPAG-300862-7.018,Sperrholz 700 kg/m3,,Holz,KBOB,7.018,,700,1.43,1.35,0.08
SPAG-300863-7.018,Sperrholz 1000 kg/m3,,Holz,KBOB,7.018,,1000,1.43,1.35,0.08
SPAG-300864-7.014,Zementgebundene Spanplatte,,,KBOB,7.014,,1200,0.531,0.451,0.08
SPAG-300865-7.014,Spanplatte 300 kg/m3,,,KBOB,7.014,,300,0.531,0.451,0.08
SPAG-300866-7.014,Spanplatte 600 kg/m3,,,KBOB,7.014,,600,0.531,0.451,0.08
SPAG-300867-7.014,Spanplatte 900 kg/m3,,,KBOB,7.014,,900,0.531,0.451,0.08
SPAG-300868-7.013,OSB-Platte,,OSB,KBOB,7.013,,650,0.565,0.485,0.08
SPAG-300869-7.012,"Holzfaserplatte, einschliesslich MDF 250 kg/m3",,Holz,KBOB,7.012,,250,0.956,0.856,0.1
SPAG-300870-7.012,"Holzfaserplatte, einschliesslich MDF 400 kg/m3",,,KBOB,7.012,,400,0.956,0.856,0.1
SPAG-300871-7.012,"Holzfaserplatte, einschliesslich MDF 600 kg/m3",,,KBOB,7.012,,600,0.956,0.856,0.1
SPAG-300872-7.012,"Holzfaserplatte, einschliesslich MDF 800 kg/m3",,,KBOB,7.012,,800,0.956,0.856,0.1
SPAG-300897-2.001,Backstein,,,KBOB,2.001,,900,0.2668,0.254,0.0128
SPAG-300898-2.002,Kalksandstein,,,KBOB,2.002,,1400,0.1618,0.149,0.0128
SPAG-300899-2.003,Leichtlehmstein,,,KBOB,2.003,,700,0.1798,0.167,0.0128
SPAG-300900-2.004,"Leichtzementstein, Blähton",,,KBOB,2.004,,1200,0.4288,0.416,0.0128
SPAG-300901-2.005,"Leichtzementstein, Naturbims",,,KBOB,2.005,,1200,0.2128,0.2,0.0128
SPAG-300902-2.006,Porenbetonstein,,,KBOB,2.006,,500,0.4268,0.414,0.0128
SPAG-300827-2.007,Zementstein,,,KBOB,2.007,,2000,0.1268,0.114,0.0128
SPAG-300906-3.001,Betonziegel,,,KBOB,3.001,,2300,0.2088,0.196,0.0128
SPAG-300907-3.002,Faserzement-Dachschindel,,,KBOB,3.002,,1800,0.7003,0.687,0.0133
SPAG-300908-3.003,Faserzementplatte gross,,Zement,KBOB,3.003,,1800,1.0333,1.02,0.0133
SPAG-300909-3.004,Faserzement-Wellplatte,,,KBOB,3.004,,1800,0.6493,0.636,0.0133
SPAG-300910-3.005,Flachglas beschichtet,,,KBOB,3.005,,2500,1.2093,1.19,0.0193
SPAG-300911-3.006,Flachglas unbeschichtet,,,KBOB,3.006,,2500,1.1393,1.12,0.0193
SPAG-300912-3.007,Gipsfaserplatte,,Gips,KBOB,3.007,,1200,0.5528,0.534,0.0188
SPAG-300913-3.008,Gipskartonplatte,,Gips,KBOB,3.008,,850,0.3019,0.283,0.0189
SPAG-300916-3.01,Keramik-/Steinzeugplatte,,,KBOB,3.01,,2600,0.7958,0.783,0.0128
SPAG-300917-3.011,Kies gebrochen,,,KBOB,3.011,,2000,0.01788,0.00508,0.0128
SPAG-300918-3.012,Rundkies,,,KBOB,3.012,,2000,0.01588,0.00308,0.0128
SPAG-300919-3.013,Sand,,,KBOB,3.013,,2000,0.01588,0.00308,0.0128
SPAG-300920-3.014,Sanitärkeramik,,,KBOB,3.014,,2000,2.3828,2.37,0.0128
SPAG-300921-3.015,Tonziegel,,,KBOB,3.015,,1700,0.3858,0.373,0.0128
SPAG-300926-4.004,Lehmputz,,,KBOB,4.004,,1800,0.0329,0.02,0.0129
SPAG-300929-4.007,Wärmedämmputz EPS,,Dämmung,KBOB,4.007,,250,0.7279,0.715,0.0129
SPAG-300932-6.001,"Aluminiumblech, blank",,,KBOB,6.001,,2690,5.58798,5.58,0.00798
SPAG-300933-6.002,"Aluminiumprofil, blank",,,KBOB,6.002,,2690,5.69798,5.69,0.00798
